query,expanded_query,title,abstract,model_score,cosine_similarity,source_query,avg_original_score,avg_expanded_score,overlap_count
How is transfer learning being applied in medical imaging analysis?,"How is transfer learning being applied in medical imaging analysis? - Deep learning
- Convolutional neural networks
- Radiology
- Disease diagnosis
- Feature extraction
- Image classification
- Image segmentation",Visual Transfer Learning: Informal Introduction and Literature Overview,"  Transfer learning techniques are important to handle small training sets and
to allow for quick generalization even from only a few examples. The following
paper is the introduction as well as the literature overview part of my thesis
related to the topic of transfer learning for visual recognition problems.
",3.3333333333333335,0.63325167,original,6.8,7.333333333333334,4
How is transfer learning being applied in medical imaging analysis?,"How is transfer learning being applied in medical imaging analysis? - Deep learning
- Convolutional neural networks
- Radiology
- Disease diagnosis
- Feature extraction
- Image classification
- Image segmentation","Exploring connections of spectral analysis and transfer learning in
  medical imaging","  In this paper, we use spectral analysis to investigate transfer learning and
study model sensitivity to frequency shortcuts in medical imaging. By analyzing
the power spectrum density of both pre-trained and fine-tuned model gradients,
as well as artificially generated frequency shortcuts, we observe notable
differences in learning priorities between models pre-trained on natural vs
medical images, which generally persist during fine-tuning. We find that when a
model's learning priority aligns with the power spectrum density of an
artifact, it results in overfitting to that artifact. Based on these
observations, we show that source data editing can alter the model's resistance
to shortcut learning.
",7.666666666666667,0.60416836,original,6.8,7.333333333333334,4
How is transfer learning being applied in medical imaging analysis?,"How is transfer learning being applied in medical imaging analysis? - Deep learning
- Convolutional neural networks
- Radiology
- Disease diagnosis
- Feature extraction
- Image classification
- Image segmentation","Towards Automated Melanoma Screening: Exploring Transfer Learning
  Schemes","  Deep learning is the current bet for image classification. Its greed for huge
amounts of annotated data limits its usage in medical imaging context. In this
scenario transfer learning appears as a prominent solution. In this report we
aim to clarify how transfer learning schemes may influence classification
results. We are particularly focused in the automated melanoma screening
problem, a case of medical imaging in which transfer learning is still not
widely used. We explored transfer with and without fine-tuning, sequential
transfers and usage of pre-trained models in general and specific datasets.
Although some issues remain open, our findings may drive future researches.
",8.666666666666666,0.6264371,expanded,6.8,7.333333333333334,4
How is transfer learning being applied in medical imaging analysis?,"How is transfer learning being applied in medical imaging analysis? - Deep learning
- Convolutional neural networks
- Radiology
- Disease diagnosis
- Feature extraction
- Image classification
- Image segmentation","Deep transfer learning for detecting Covid-19, Pneumonia and
  Tuberculosis using CXR images -- A Review","  Chest X-rays remains to be the most common imaging modality used to diagnose
lung diseases. However, they necessitate the interpretation of experts
(radiologists and pulmonologists), who are few. This review paper investigates
the use of deep transfer learning techniques to detect COVID-19, pneumonia, and
tuberculosis in chest X-ray (CXR) images. It provides an overview of current
state-of-the-art CXR image classification techniques and discusses the
challenges and opportunities in applying transfer learning to this domain. The
paper provides a thorough examination of recent research studies that used deep
transfer learning algorithms for COVID-19, pneumonia, and tuberculosis
detection, highlighting the advantages and disadvantages of these approaches.
Finally, the review paper discusses future research directions in the field of
deep transfer learning for CXR image classification, as well as the potential
for these techniques to aid in the diagnosis and treatment of lung diseases.
",9.333333333333334,0.6271579,expanded,6.8,7.333333333333334,4
How is transfer learning being applied in medical imaging analysis?,"How is transfer learning being applied in medical imaging analysis? - Deep learning
- Convolutional neural networks
- Radiology
- Disease diagnosis
- Feature extraction
- Image classification
- Image segmentation",Transfusion: Understanding Transfer Learning for Medical Imaging,"  Transfer learning from natural image datasets, particularly ImageNet, using
standard large models and corresponding pretrained weights has become a
de-facto method for deep learning applications to medical imaging. However,
there are fundamental differences in data sizes, features and task
specifications between natural image classification and the target medical
tasks, and there is little understanding of the effects of transfer. In this
paper, we explore properties of transfer learning for medical imaging. A
performance evaluation on two large scale medical imaging tasks shows that
surprisingly, transfer offers little benefit to performance, and simple,
lightweight models can perform comparably to ImageNet architectures.
Investigating the learned representations and features, we find that some of
the differences from transfer learning are due to the over-parametrization of
standard models rather than sophisticated feature reuse. We isolate where
useful feature reuse occurs, and outline the implications for more efficient
model exploration. We also explore feature independent benefits of transfer
arising from weight scalings.
",8.333333333333334,0.5879437,expanded,6.8,7.333333333333334,4
How is transfer learning being applied in medical imaging analysis?,"How is transfer learning being applied in medical imaging analysis? - Deep learning
- Convolutional neural networks
- Radiology
- Disease diagnosis
- Feature extraction
- Image classification
- Image segmentation","MedNet: Pre-trained Convolutional Neural Network Model for the Medical
  Imaging Tasks","  Deep Learning (DL) requires a large amount of training data to provide
quality outcomes. However, the field of medical imaging suffers from the lack
of sufficient data for properly training DL models because medical images
require manual labelling carried out by clinical experts thus the process is
time-consuming, expensive, and error-prone. Recently, transfer learning (TL)
was introduced to reduce the need for the annotation procedure by means of
transferring the knowledge performed by a previous task and then fine-tuning
the result using a relatively small dataset. Nowadays, multiple classification
methods from medical imaging make use of TL from general-purpose pre-trained
models, e.g., ImageNet, which has been proven to be ineffective due to the
mismatch between the features learned from natural images (ImageNet) and those
more specific from medical images especially medical gray images such as
X-rays. ImageNet does not have grayscale images such as MRI, CT, and X-ray. In
this paper, we propose a novel DL model to be used for addressing
classification tasks of medical imaging, called MedNet. To do so, we aim to
issue two versions of MedNet. The first one is Gray-MedNet which will be
trained on 3M publicly available gray-scale medical images including MRI, CT,
X-ray, ultrasound, and PET. The second version is Color-MedNet which will be
trained on 3M publicly available color medical images including histopathology,
taken images, and many others. To validate the effectiveness MedNet, both
versions will be fine-tuned to train on the target tasks of a more reduced set
of medical images. MedNet performs as the pre-trained model to tackle any
real-world application from medical imaging and achieve the level of
generalization needed for dealing with medical imaging tasks, e.g.
classification. MedNet would serve the research community as a baseline for
future research.
",9.333333333333334,0.5786597,expanded,6.8,7.333333333333334,4
What are the advancements in handling class imbalance in supervised learning?,"What are the advancements in handling class imbalance in supervised learning? - Sampling techniques
- Synthetic data generation
- Cost-sensitive learning
- Ensemble methods
- Evaluation metrics for imbalanced datasets","Review of Methods for Handling Class-Imbalanced in Classification
  Problems","  Learning classifiers using skewed or imbalanced datasets can occasionally
lead to classification issues; this is a serious issue. In some cases, one
class contains the majority of examples while the other, which is frequently
the more important class, is nevertheless represented by a smaller proportion
of examples. Using this kind of data could make many carefully designed
machine-learning systems ineffective. High training fidelity was a term used to
describe biases vs. all other instances of the class. The best approach to all
possible remedies to this issue is typically to gain from the minority class.
The article examines the most widely used methods for addressing the problem of
learning with a class imbalance, including data-level, algorithm-level, hybrid,
cost-sensitive learning, and deep learning, etc. including their advantages and
limitations. The efficiency and performance of the classifier are assessed
using a myriad of evaluation metrics.
",9.0,0.70557666,overlap,6.8,7.333333333333334,4
What are the advancements in handling class imbalance in supervised learning?,"What are the advancements in handling class imbalance in supervised learning? - Sampling techniques
- Synthetic data generation
- Cost-sensitive learning
- Ensemble methods
- Evaluation metrics for imbalanced datasets",Rethinking Class Imbalance in Machine Learning,"  Imbalance learning is a subfield of machine learning that focuses on learning
tasks in the presence of class imbalance. Nearly all existing studies refer to
class imbalance as a proportion imbalance, where the proportion of training
samples in each class is not balanced. The ignorance of the proportion
imbalance will result in unfairness between/among classes and poor
generalization capability. Previous literature has presented numerous methods
for either theoretical/empirical analysis or new methods for imbalance
learning. This study presents a new taxonomy of class imbalance in machine
learning with a broader scope. Four other types of imbalance, namely, variance,
distance, neighborhood, and quality imbalances between/among classes, which may
exist in machine learning tasks, are summarized. Two different levels of
imbalance including global and local are also presented. Theoretical analysis
is used to illustrate the significant impact of the new imbalance types on
learning fairness. Moreover, our taxonomy and theoretical conclusions are used
to analyze the shortcomings of several classical methods. As an example, we
propose a new logit perturbation-based imbalance learning loss when proportion,
variance, and distance imbalances exist simultaneously. Several classical
losses become the special case of our proposed method. Meta learning is
utilized to infer the hyper-parameters related to the three types of imbalance.
Experimental results on several benchmark corpora validate the effectiveness of
the proposed method.
",8.666666666666666,0.7197063,original,6.8,7.333333333333334,4
What are the advancements in handling class imbalance in supervised learning?,"What are the advancements in handling class imbalance in supervised learning? - Sampling techniques
- Synthetic data generation
- Cost-sensitive learning
- Ensemble methods
- Evaluation metrics for imbalanced datasets",Influence-Balanced Loss for Imbalanced Visual Classification,"  In this paper, we propose a balancing training method to address problems in
imbalanced data learning. To this end, we derive a new loss used in the
balancing training phase that alleviates the influence of samples that cause an
overfitted decision boundary. The proposed loss efficiently improves the
performance of any type of imbalance learning methods. In experiments on
multiple benchmark data sets, we demonstrate the validity of our method and
reveal that the proposed loss outperforms the state-of-the-art cost-sensitive
loss methods. Furthermore, since our loss is not restricted to a specific task,
model, or training method, it can be easily used in combination with other
recent re-sampling, meta-learning, and cost-sensitive learning methods for
class-imbalance problems.
",8.333333333333334,0.70390683,overlap,6.8,7.333333333333334,4
What are the advancements in handling class imbalance in supervised learning?,"What are the advancements in handling class imbalance in supervised learning? - Sampling techniques
- Synthetic data generation
- Cost-sensitive learning
- Ensemble methods
- Evaluation metrics for imbalanced datasets","An Empirical Analysis of the Efficacy of Different Sampling Techniques
  for Imbalanced Classification","  Learning from imbalanced data is a challenging task. Standard classification
algorithms tend to perform poorly when trained on imbalanced data. Some special
strategies need to be adopted, either by modifying the data distribution or by
redesigning the underlying classification algorithm to achieve desirable
performance. The prevalence of imbalance in real-world datasets has led to the
creation of a multitude of strategies for the class imbalance issue. However,
not all the strategies are useful or provide good performance in different
imbalance scenarios. There are numerous approaches to dealing with imbalanced
data, but the efficacy of such techniques or an experimental comparison among
those techniques has not been conducted. In this study, we present a
comprehensive analysis of 26 popular sampling techniques to understand their
effectiveness in dealing with imbalanced data. Rigorous experiments have been
conducted on 50 datasets with different degrees of imbalance to thoroughly
investigate the performance of these techniques. A detailed discussion of the
advantages and limitations of the techniques, as well as how to overcome such
limitations, has been presented. We identify some critical factors that affect
the sampling strategies and provide recommendations on how to choose an
appropriate sampling technique for a particular application.
",9.333333333333334,0.679003,overlap,6.8,7.333333333333334,4
What are the advancements in handling class imbalance in supervised learning?,"What are the advancements in handling class imbalance in supervised learning? - Sampling techniques
- Synthetic data generation
- Cost-sensitive learning
- Ensemble methods
- Evaluation metrics for imbalanced datasets",On Model Evaluation under Non-constant Class Imbalance,"  Many real-world classification problems are significantly class-imbalanced to
detriment of the class of interest. The standard set of proper evaluation
metrics is well-known but the usual assumption is that the test dataset
imbalance equals the real-world imbalance. In practice, this assumption is
often broken for various reasons. The reported results are then often too
optimistic and may lead to wrong conclusions about industrial impact and
suitability of proposed techniques. We introduce methods focusing on evaluation
under non-constant class imbalance. We show that not only the absolute values
of commonly used metrics, but even the order of classifiers in relation to the
evaluation metric used is affected by the change of the imbalance rate.
Finally, we demonstrate that using subsampling in order to get a test dataset
with class imbalance equal to the one observed in the wild is not necessary,
and eventually can lead to significant errors in classifier's performance
estimate.
",6.666666666666667,0.692309,original,6.8,7.333333333333334,4
What are the advancements in handling class imbalance in supervised learning?,"What are the advancements in handling class imbalance in supervised learning? - Sampling techniques
- Synthetic data generation
- Cost-sensitive learning
- Ensemble methods
- Evaluation metrics for imbalanced datasets","A Survey of Methods for Managing the Classification and Solution of Data
  Imbalance Problem","  The problem of class imbalance is extensive for focusing on numerous
applications in the real world. In such a situation, nearly all of the examples
are labeled as one class called majority class, while far fewer examples are
labeled as the other class usually, the more important class is called
minority. Over the last few years, several types of research have been carried
out on the issue of class imbalance, including data sampling, cost-sensitive
analysis, Genetic Programming based models, bagging, boosting, etc.
Nevertheless, in this survey paper, we enlisted the 24 related studies in the
years 2003, 2008, 2010, 2012 and 2014 to 2019, focusing on the architecture of
single, hybrid, and ensemble method design to understand the current status of
improving classification output in machine learning techniques to fix problems
with class imbalances. This survey paper also includes a statistical analysis
of the classification algorithms under various methods and several other
experimental conditions, as well as datasets used in different research papers.
",8.333333333333334,0.66323924,expanded,6.8,7.333333333333334,4
What are the advancements in handling class imbalance in supervised learning?,"What are the advancements in handling class imbalance in supervised learning? - Sampling techniques
- Synthetic data generation
- Cost-sensitive learning
- Ensemble methods
- Evaluation metrics for imbalanced datasets","An empirical evaluation of imbalanced data strategies from a
  practitioner's point of view","  This paper evaluates six strategies for mitigating imbalanced data:
oversampling, undersampling, ensemble methods, specialized algorithms, class
weight adjustments, and a no-mitigation approach referred to as the baseline.
These strategies were tested on 58 real-life binary imbalanced datasets with
imbalance rates ranging from 3 to 120. We conducted a comparative analysis of
10 under-sampling algorithms, 5 over-sampling algorithms, 2 ensemble methods,
and 3 specialized algorithms across eight different performance metrics:
accuracy, area under the ROC curve (AUC), balanced accuracy, F1-measure,
G-mean, Matthew's correlation coefficient, precision, and recall. Additionally,
we assessed the six strategies on altered datasets, derived from real-life
data, with both low (3) and high (100 or 300) imbalance ratios (IR).
  The principal finding indicates that the effectiveness of each strategy
significantly varies depending on the metric used. The paper also examines a
selection of newer algorithms within the categories of specialized algorithms,
oversampling, and ensemble methods. The findings suggest that the current
hierarchy of best-performing strategies for each metric is unlikely to change
with the introduction of newer algorithms.
",8.666666666666666,0.63253766,expanded,6.8,7.333333333333334,4
How can reinforcement learning improve autonomous vehicle navigation?,"How can reinforcement learning improve autonomous vehicle navigation? - Machine learning algorithms
- Deep reinforcement learning
- Training models
- Decision-making process
- Real-time navigation
- Sensor data
- Risk assessment 
- Safety measures
- Simulated environments","Holistic Deep-Reinforcement-Learning-based Training of Autonomous
  Navigation Systems","  In recent years, Deep Reinforcement Learning emerged as a promising approach
for autonomous navigation of ground vehicles and has been utilized in various
areas of navigation such as cruise control, lane changing, or obstacle
avoidance. However, most research works either focus on providing an end-to-end
solution training the whole system using Deep Reinforcement Learning or focus
on one specific aspect such as local motion planning. This however, comes along
with a number of problems such as catastrophic forgetfulness, inefficient
navigation behavior, and non-optimal synchronization between different entities
of the navigation stack. In this paper, we propose a holistic Deep
Reinforcement Learning training approach in which the training procedure is
involving all entities of the navigation stack. This should enhance the
synchronization between- and understanding of all entities of the navigation
stack and as a result, improve navigational performance. We trained several
agents with a number of different observation spaces to study the impact of
different input on the navigation behavior of the agent. In profound
evaluations against multiple learning-based and classic model-based navigation
approaches, our proposed agent could outperform the baselines in terms of
efficiency and safety attaining shorter path lengths, less roundabout paths,
and less collisions.
",9.0,0.73786813,overlap,6.8,7.333333333333334,4
How can reinforcement learning improve autonomous vehicle navigation?,"How can reinforcement learning improve autonomous vehicle navigation? - Machine learning algorithms
- Deep reinforcement learning
- Training models
- Decision-making process
- Real-time navigation
- Sensor data
- Risk assessment 
- Safety measures
- Simulated environments",Benchmarking Reinforcement Learning Techniques for Autonomous Navigation,"  Deep reinforcement learning (RL) has brought many successes for autonomous
robot navigation. However, there still exists important limitations that
prevent real-world use of RL-based navigation systems. For example, most
learning approaches lack safety guarantees; and learned navigation systems may
not generalize well to unseen environments. Despite a variety of recent
learning techniques to tackle these challenges in general, a lack of an
open-source benchmark and reproducible learning methods specifically for
autonomous navigation makes it difficult for roboticists to choose what
learning methods to use for their mobile robots and for learning researchers to
identify current shortcomings of general learning methods for autonomous
navigation. In this paper, we identify four major desiderata of applying deep
RL approaches for autonomous navigation: (D1) reasoning under uncertainty, (D2)
safety, (D3) learning from limited trial-and-error data, and (D4)
generalization to diverse and novel environments. Then, we explore four major
classes of learning techniques with the purpose of achieving one or more of the
four desiderata: memory-based neural network architectures (D1), safe RL (D2),
model-based RL (D2, D3), and domain randomization (D4). By deploying these
learning techniques in a new open-source large-scale navigation benchmark and
real-world environments, we perform a comprehensive study aimed at establishing
to what extent can these techniques achieve these desiderata for RL-based
navigation systems.
",9.333333333333334,0.70179206,original,6.8,7.333333333333334,4
